datafile,description
A3A7.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;BRD4 mut;NFATC2 mut;CDK4 amp;CDK6 amp;EGFR amp;ERBB3 amp;FGFR4 amp;MAP2K2 amp;MDM2 amp;MDM4 amp;MYC amp;NTRK1 amp;PDGFRB amp;TERT amp;TP53 trunc
A3A8.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOPLEXY;CREBBP mut;SETBP1 mut;MDM4 amp;MYC amp;NTRK1 amp;PDGFRB amp;APC trunc
A3A9.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;FOXO4 mut;KMT2A mut;NUP214 mut;BRD4 amp;CCND3 amp;ESR1 amp;MDM4 amp;MYB amp;NTRK1 amp;ROS1 amp
A3AL.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3AQ.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3CK.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;BCL6 mut;CTNNB1 mut;IL6ST mut;RANBP17 mut;SH2B3 mut;AXIN2 trunc
A3CV.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3CX.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;APC trunc
A3DV.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3EE.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=INVDUP;HRAS mut;MED12 mut;ALK amp;CTNNB1 amp;EGFR amp;FGFR1 amp;MITF amp;MYC amp;MYCN amp;TERT amp;ATM hetdel & mis
A3ES.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=PYRGO;GNA11 mut;IDH1 mut;SF3B1 mut;CCND1 amp;MYC amp;CDKN2A homdel
A3F3.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOPLEXY;CCND2 mut;EGFR mut;MYB mut;MYH11 mut;NRAS mut;PTPRB mut;SYK mut;CCND1 amp;CCND3 amp;JAK2 amp;MDM4 amp;MYC amp;NOTCH2 amp;NTRK1 amp;CDKN2A homdel
A3F5.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=INVDUP;AKT2 mut;BCL9 mut;BRAF mut;IL7R mut;MAML2 mut;NCOA1 mut;NRG1 mut;PPP6C mut;SS18 mut;BRAF amp;CDK6 amp;FGFR3 amp;KDR amp;KIT amp;MET amp;MITF amp;PDGFB amp;PDGFRA amp;TERT amp;WAS trunc
A3F8.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=QUIET;BRAF mut;CARD11 mut;ERBB3 mut;GNAS mut;IKZF1 mut;IRF4 mut;KAT6B mut;KMT2A mut;MET mut;MUC1 mut;NTRK3 mut;PLAG1 mut;PLCG1 mut;PPP6C mut;PRDM16 mut;PTPRC mut;SF3B1 mut;DNMT3A hetdel & mis
A3FL.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3FQ.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=CHROMOPLEXY;
A3FR.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3H1.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=CHROMOPLEXY;
A3I0.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOPLEXY;FGFR2 mut;CCND2 amp;CCND3 amp;CDK4 amp;ERBB3 amp;KRAS amp;MDM2 amp;TERT amp;PBRM1 hetdel & mis
A3I1.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOPLEXY;TP53 hetdel & mis;CDKN2A homdel
A3IL.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=RT;ERBB3 mut;MLLT1 mut;CCND1 amp;FGFR2 amp;MED12 amp;NOTCH1 trunc;TP53 hetdel & mis
A3J5.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=RT;ALK mut;ARHGAP26 mut;ARHGEF12 mut;GATA2 mut;IL7R mut;IL21R mut;KDM5A mut;KMT2A mut;MAML2 mut;MYCN mut;NTRK1 mut;PAX8 mut;PPP2R1A mut;PTPRK mut;ROS1 mut;RUNX1T1 mut;SETBP1 mut;SMO mut;BRAF amp;CDK6 amp;MET amp;RB1 trunc;SETD2 trunc;NF1 hetdel & mis;TP53 hetdel & mis
A3JI.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=BRD;BCL11A mut;IDH1 mut;MALT1 mut;MYC mut;NFKB2 mut;NKX2-1 mut;NRAS mut;NTRK3 mut;NUTM1 mut;PTPRB mut;RANBP2 mut;MDM2 amp;BRIP1 trunc;MAP3K1 germline pathogenic
A3K7.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOTHRIPSIS;ALK mut;NOTCH2 amp;TP53 trunc;BRCA2 hetdel & mis;CBLB hetdel & mis;TSC2 homdel
A3KA.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOTHRIPSIS;NUTM1 mut;CCND3 amp;CCNE1 amp;KDR amp;KIT amp;PDGFRA amp;RB1 trunc;TP53 hetdel & mis
A3KC.json,tumor_type=BRCA;subtype=BRCA_unknown;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DM;PDGFRB mut;PIK3CA mut;CCND1 amp;MDM4 amp;NOTCH2 amp;NTRK1 amp;CDH1 trunc
A3KN.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3LS.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;MDM2 mut;USP6 mut;CCND2 amp;CDK4 amp;FGFR1 amp;KRAS amp;MDM2 amp;TERT amp
A3LT.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CCNE1 amp;CDK4 amp;MDM2 amp;BRIP1 germline pathogenic
A3LU.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;SF3B1 mut;BRD3 amp;CDK4 amp;JUN amp;NOTCH1 amp;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
A3LW.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CDK4 amp;MDM2 amp;NF1 germline pathogenic;ATRX homdel
A3LY.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CDK4 amp;ERBB3 amp;ESR1 amp;FGFR4 amp;MDM2 amp;MDM4 amp;TERT amp;ATRX homdel;PHF6 homdel;STAG2 homdel
A3M1.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;MDM2 mut;STAT5B mut;CDK4 amp;MDM2 amp;ATRX homdel;NF1 homdel
A3M4.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOPLEXY;
A3M5.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=BR;KRAS mut;PIK3CA mut;PPP2R1A mut;BCL2 amp;EGFR amp;KRAS amp;MYCL amp;AXIN2 hetdel & mis;TP53 hetdel & mis;CDKN2A homdel
A3MF.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=SPARSE;CTNNB1 amp;MDM2 amp;MITF amp;PIK3CA amp;SOX2 amp
A3MO.json,tumor_type=SKCM;subtype=MELA_cutaneous;dataset=TCGA;organ=Skin;lineage=Melanocyte;cluster=CHROMOPLEXY;BRAF mut;CCND2 mut;CDK6 mut;FGFR1 amp;CDKN2A homdel;PTEN homdel
A3MY.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;BRAF mut
A3N5.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=DM;ARHGAP26 mut;CREBBP mut;FGFR3 mut;MYH11 mut;NOTCH2 mut;RANBP2 mut;EGFR amp;JAK2 amp;RET amp;TERT amp;TET1 amp;MAP3K1 hetdel & mis;TP53 hetdel & mis
A3N6.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=DM;EWSR1 mut;NTRK3 mut;MYC amp;CASP8 trunc;KMT2C trunc;KMT2D trunc;CDKN2A homdel
A3NJ.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=RT;
A3PD.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3PH.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=DM;NDRG1 mut;PDGFRA mut;PTPRK mut;WHSC1 mut;CCND1 amp;ARID1A trunc;ARID1B trunc;KDM6A trunc;NF1 trunc;ATM hetdel & mis;BRCA1 hetdel & mis;TP53 hetdel & mis;TSC2 hetdel & mis
A3PJ.json,tumor_type=BLCA;dataset=TCGA;organ=Bladder;lineage=Urothelium;cluster=BFB;CREBBP mut;ERG mut;ETV4 mut;KIT mut;MED12 mut;RAF1 mut;SRSF2 mut;EGFR amp;JAK2 amp;MYCL amp;PDGFB amp;TERT amp;ARID1A trunc;RB1 trunc;KDM5C hetdel & mis;KMT2C hetdel & mis;TP53 hetdel & mis
A3PN.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOTHRIPSIS;DAXX hetdel & mis;TP53 hetdel & mis
A3R2.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=INV;MAP2K1 mut;TP53 trunc;TSC1 trunc;CDKN2A homdel
A3R3.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;GNAS mut
A3RE.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOTHRIPSIS;NFIB mut;USP6 mut;CDK6 amp;CDKN2A homdel;CDKN2C homdel;CIC homdel;RAD51B homdel
A3RK.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;CTNNB1 mut;MDM4 amp
A3S3.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=RT;
A3SD.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3SE.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A3T0.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=INV;
A3T9.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=CHROMOPLEXY;NTRK3 mut;BRAF amp;CDK6 amp;EGFR amp;MET amp
A3TB.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;RBM15 mut
A3U0.json,tumor_type=BRCA;subtype=BRCA_unknown;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;JAK2 mut;ROS1 mut;CCND3 amp;JAK2 amp;MDM4 amp;PIK3CA amp;ROS1 amp;TP53 trunc
A3U5.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CCND2 amp;CDK4 amp;MDM2 amp;AMER1 homdel;ATRX homdel;BCOR homdel;CDKN2A homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;POLE homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
A3U6.json,tumor_type=SARC;subtype=SARC_lipo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TYFONAS;CDK4 amp;MDM2 amp
A3U7.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOTHRIPSIS;RET mut;AKT1 amp;AKT2 amp;BRD3 amp;KRAS amp;MAP2K1 amp;NKX2-1 amp;NOTCH1 amp;NTRK1 amp;NTRK3 amp;TERT amp;RB1 trunc;MUTYH germline pathogenic;TP53 homdel
A3U8.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=RT;PIK3CA mut;PTPN11 mut;TERT amp
A3US.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=SPARSE;
A3XL.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DDT;FBXW7 hetdel & mis;FAS homdel;PTEN homdel
A3XX.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=DM;AKT2 amp;MDM4 amp;MYC amp;NTRK1 amp;TERT amp;TP53 hetdel & mis
A3Y0.json,tumor_type=BRCA;subtype=BRCA_tnbc;dataset=TCGA;organ=Breast;lineage=Breast duct epithelium;cluster=BR;KMT2A mut;BRAF amp;MET amp;MYC amp;MYCN amp;TP53 trunc;MAP3K1 hetdel & mis;PTEN homdel
A3YB.json,tumor_type=ESCA;subtype=ESSC;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=BRC;ARHGEF12 mut;RUNX1T1 mut;CCND2 amp;KDR amp;KIT amp;KRAS amp;MAP2K2 amp;MDM4 amp;NTRK1 amp;PDGFRA amp;TP53 trunc;FBXW7 hetdel & mis
A40X.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=RT;IL21R mut;NUP98 mut
A40Y.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=TRANSLOCATION;SF3B1 mut;ALK amp;CCND2 amp;KRAS amp;MYCN amp;TERT amp;CDKN2A trunc;CDKN2A homdel
A416.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A418.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;AKT1 mut;BRAF mut;KMT2A mut
A43Z.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=INVDUP;TP53 trunc;PTEN homdel;RB1 homdel
A44B.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=CHROMOTHRIPSIS;ALK mut;KAT6B mut;PTPRB mut;ARID2 trunc;SETD2 trunc;PBRM1 hetdel & mis
A459.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;ALK mut;BRAF amp;CDK6 amp;MAP2K2 amp;MET amp;TP53 hetdel & mis
A45K.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=RT;
A47M.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;BRAF amp;CDK6 amp;EGFR amp;MET amp;SMARCB1 trunc
A47N.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;
A47O.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;
A47R.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=CHROMOTHRIPSIS;CCND1 mut;PIK3CA mut;BRCA2 trunc;CDKN2A homdel
A48D.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=INVDUP;MKL1 mut;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
A48G.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=PYRGO;CDKN2A homdel;DAXX homdel;PTEN homdel
A48U.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TRANSLOCATION;MDM2 mut;CTNNB1 amp;TP53 hetdel & mis
A495.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOPLEXY;NTRK1 amp;TERT amp;RB1 homdel
A496.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=PYRGO;AKT1 amp;MDM4 amp;NTRK1 amp;TP53 trunc
A49L.json,tumor_type=ESCA;subtype=ESSC;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=INVDUP;ALK mut;KIT mut;SFPQ mut;BRD4 amp;NTRK1 amp;TP53 trunc;FANCF hetdel & mis;ATRX homdel;CASP8 homdel;PTEN homdel;RB1 homdel
A49M.json,tumor_type=ESCA;subtype=ESSC;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=INVDUP;EWSR1 mut;NFATC2 mut;NUTM1 mut;PAX7 mut;PIK3CA mut;CCND1 amp;KRAS amp;MYC amp;PIK3CA amp;SOX2 amp;TP53 trunc
A49Y.json,tumor_type=ESCA;subtype=ESSC;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=DM;CCND1 amp;CDK6 amp;EGFR amp;FGFR1 amp;PIK3CA amp;SOX2 amp;CDKN2A homdel
A4A1.json,tumor_type=ESCA;subtype=ESSC;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=INVDUP;FOXP1 mut;NOTCH1 mut;REL mut;CCND1 amp;CCND2 amp;CDK6 amp;MDM2 amp;MYC amp;PIK3CA amp;SOX2 amp;KMT2D trunc;NOTCH1 trunc;NOTCH1 hetdel & mis;TP53 hetdel & mis;BCOR homdel;CDKN2A homdel;FAS homdel;KDM5C homdel;KDM6A homdel;PTEN homdel;WAS homdel;ZRSR2 homdel
A4A4.json,tumor_type=ESCA;subtype=ESSC;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=DM;CARD11 mut;CBL mut;PIK3CA mut;AKT1 amp;CCND2 amp;CDK6 amp;EGFR amp;KRAS amp;MYC amp;NKX2-1 amp;PIK3CA amp;SOX2 amp;CASP8 hetdel & mis;CDKN2A homdel
A4AJ.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TRANSLOCATION;SETBP1 mut;FGFR1 amp;RB1 trunc
A4EI.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TRANSLOCATION;GATA2 mut;BRD4 amp;CDK6 amp;EGFR amp;MAP2K1 amp;MAP2K2 amp;MET amp;NTRK3 amp;TERT amp;TP53 trunc
A4EK.json,tumor_type=SARC;subtype=SARC_myo;dataset=TCGA;organ=Soft tissue;lineage=Connective tissue cells;cluster=TRANSLOCATION;PTEN hetdel & mis;TP53 homdel
A4EM.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;
A4ET.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;BRAF mut
A4G6.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=DM;CTNNB1 mut;NOTCH1 mut;ERBB2 amp;ARID1A trunc;FAM46C trunc
A4H0.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=RT;BCL6 mut;BCL9 mut;CREBBP mut;CTNNB1 mut;ERBB2 mut;GNAS mut;KAT6A mut;MLLT4 mut;MYH9 mut;PIK3CA mut;PRDM16 mut;RHOA mut;AKT2 amp;ERBB2 amp;JAK2 amp;RNF43 trunc
A4IH.json,tumor_type=HNSC;subtype=HNSC_hpv+;dataset=TCGA;organ=Oropharynx;lineage=Oropharyngeal squamous epithelium;cluster=SPARSE;FGFR3 mut;KMT2A mut;MYH9 mut;PIK3CA amp;SOX2 amp
A4J4.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=BFB;IL7R mut;SS18L1 mut;ERBB2 amp;PIK3CA amp;SOX2 amp;ARID1B hetdel & mis
A4K6.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;NRAS mut
A4KN.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A4MT.json,tumor_type=LGG;dataset=TCGA;organ=Brain;lineage=Glial;cluster=QUIET;IDH1 mut;ATRX trunc
A4NA.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=PYRGO;IDH1 mut;ERBB2 amp;BAP1 hetdel & mis
A4NB.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=SPARSE;KRAS mut;CASP8 trunc
A4ND.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=PYRGO;CCND1 amp
A4NE.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;PIK3CA mut;CCND3 amp;MYCL amp;NTRK1 amp;RB1 trunc;PTEN hetdel & mis;SMAD4 homdel
A4NG.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;AKT2 mut;FLT3 mut;CCND3 amp;APC homdel;CDKN2A homdel
A4OF.json,tumor_type=ESCA;subtype=ESAD;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=CHROMOPLEXY;MYB mut;CDKN2A trunc
A4OJ.json,tumor_type=ESCA;subtype=ESAD;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=PYRGO;CTNNB1 mut;EGFR amp;MYC amp;NTRK1 amp;ARID1A trunc;TP53 trunc
A4OR.json,tumor_type=ESCA;subtype=ESAD;dataset=TCGA;organ=Esophagus;lineage=Esophageal epithelium NOS;cluster=PYRGO;MAML2 mut;EGFR amp;MET amp;NTRK3 amp;TERT amp;TP53 trunc;SMAD4 hetdel & mis;PTEN homdel
A4UT.json,tumor_type=THCA;dataset=TCGA;organ=Thyroid;lineage=Thyroid epithelium;cluster=QUIET;
A4XI.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=QUIET;
A4YX.json,tumor_type=STAD;dataset=TCGA;organ=Stomach;lineage=Gastric columnar epithelium;cluster=DM;CTNNB1 mut;NTRK1 mut;PIK3CA mut;CTNNB1 amp;ERBB2 amp;ARID1A trunc;BLM germline pathogenic
A4ZQ.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOTHRIPSIS;CTNNB1 mut;JAK2 mut;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;WRN homdel;ZRSR2 homdel
A4ZT.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=INV;BRAF amp;CDK6 amp;EGFR amp;MET amp;HNF1A germline pathogenic
A50T.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=SPARSE;NOTCH2 mut;NTRK1 mut;PIK3CA mut;PML mut;APC trunc;AXIN1 hetdel & mis;FBXW7 hetdel & mis
A50V.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=CHROMOPLEXY;ERBB3 mut;KDR mut;KRAS mut;MYO5A mut;NUTM1 mut;APC trunc;TP53 hetdel & mis;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
A520.json,tumor_type=LIHC;dataset=TCGA;organ=Liver;lineage=Hepatocyte;cluster=CHROMOPLEXY;
A54L.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=CHROMOPLEXY;CBL mut;KRAS mut;CDK6 amp;MET amp;APC trunc;TP53 trunc
A55W.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;BRAF amp;CDK6 amp;EGFR amp;MET amp;ATRX homdel;BCOR homdel;KDM5C homdel;STAG2 homdel;WAS homdel
A55Z.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;RANBP2 mut;USP6 mut;BRAF amp;CDK6 amp;EGFR amp;KRAS amp;MDM2 amp;MET amp;DNMT3A trunc;AMER1 homdel;ATRX homdel;BCOR homdel;KDM5C homdel;KDM6A homdel;PHF6 homdel;STAG2 homdel;WAS homdel;ZRSR2 homdel
A560.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;BAP1 trunc;BAP1 hetdel & mis
A561.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;MET mut;NCOA2 mut;NRG1 mut;SS18L1 mut;FBXW7 trunc
A562.json,tumor_type=KIRP;dataset=TCGA;organ=Kidney;lineage=Renal papillary cells;cluster=QUIET;BRAF amp;CDK6 amp;EGFR amp;MET amp
A565.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=QUIET;CTNNB1 mut;JAK3 mut;MYO5A mut;RALGDS mut;RBM15 mut;TET1 mut
A566.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=INV;KDR mut;KRAS mut;NUP214 mut;PIK3CA mut;RUNX1 mut;TET1 mut;APC trunc
A567.json,tumor_type=COAD/READ;dataset=TCGA;organ=Colon;lineage=Colon epithelium;cluster=CHROMOTHRIPSIS;KRAS mut;APC trunc;TP53 hetdel & mis
